Question,Location,Gender,Age,Answer,Count
What is the top thing that you need information about?,Dhading,Other,don't Know,How to register for access support,0
What is the top thing that you need information about?,Dhading,Other,don't Know,Others,0
What is the top thing that you need information about?,Dhading,Other,don't Know,Finding missing people,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,NA,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,News about government decisions,1
What is the top thing that you need information about?,Dhading,Other,25 to 39,How to register for access support,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,Others,0
What is the top thing that you need information about?,Dhading,Other,25 to 39,Finding missing people,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,NA,1
What is the top thing that you need information about?,Dhading,Other,15 to 24,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,News about government decisions,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,How to register for access support,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,Others,0
What is the top thing that you need information about?,Dhading,Other,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Dhading,Other,55+,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Other,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Other,55+,NA,0
What is the top thing that you need information about?,Dhading,Other,55+,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Other,55+,News about government decisions,0
What is the top thing that you need information about?,Dhading,Other,55+,How to register for access support,0
What is the top thing that you need information about?,Dhading,Other,55+,Others,0
What is the top thing that you need information about?,Dhading,Other,55+,Finding missing people,0
What is the top thing that you need information about?,Dhading,Other,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Other,15-24,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Other,15-24,NA,0
What is the top thing that you need information about?,Dhading,Other,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Other,15-24,News about government decisions,0
What is the top thing that you need information about?,Dhading,Other,15-24,How to register for access support,0
What is the top thing that you need information about?,Dhading,Other,15-24,Others,0
What is the top thing that you need information about?,Dhading,Other,15-24,Finding missing people,0
What is the top thing that you need information about?,Dhading,Other,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Other,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Other,Don't know,NA,0
What is the top thing that you need information about?,Dhading,Other,Don't know,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Other,Don't know,News about government decisions,0
What is the top thing that you need information about?,Dhading,Other,Don't know,How to register for access support,0
What is the top thing that you need information about?,Dhading,Other,Don't know,Others,0
What is the top thing that you need information about?,Dhading,Other,Don't know,Finding missing people,0
What is the top thing that you need information about?,Dhading,Female,40 to 54,How to get healthcare psychosocial support,1
What is the top thing that you need information about?,Dhading,Female,40 to 54,How to replace personal documentation,1
What is the top thing that you need information about?,Dhading,Female,40 to 54,NA,32
What is the top thing that you need information about?,Dhading,Female,40 to 54,How to get shelter materials,1
What is the top thing that you need information about?,Dhading,Female,40 to 54,News about government decisions,22
What is the top thing that you need information about?,Dhading,Female,40 to 54,How to register for access support,1
What is the top thing that you need information about?,Dhading,Female,40 to 54,Others,0
What is the top thing that you need information about?,Dhading,Female,40 to 54,Finding missing people,1
What is the top thing that you need information about?,Dhading,Female,Refused,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Female,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Female,Refused,NA,2
What is the top thing that you need information about?,Dhading,Female,Refused,How to get shelter materials,1
What is the top thing that you need information about?,Dhading,Female,Refused,News about government decisions,1
What is the top thing that you need information about?,Dhading,Female,Refused,How to register for access support,0
What is the top thing that you need information about?,Dhading,Female,Refused,Others,0
What is the top thing that you need information about?,Dhading,Female,Refused,Finding missing people,0
What is the top thing that you need information about?,Dhading,Female,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Female,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Female,don't Know,NA,0
What is the top thing that you need information about?,Dhading,Female,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Female,don't Know,News about government decisions,0
What is the top thing that you need information about?,Dhading,Female,don't Know,How to register for access support,0
What is the top thing that you need information about?,Dhading,Female,don't Know,Others,0
What is the top thing that you need information about?,Dhading,Female,don't Know,Finding missing people,0
What is the top thing that you need information about?,Dhading,Female,25 to 39,How to get healthcare psychosocial support,2
What is the top thing that you need information about?,Dhading,Female,25 to 39,How to replace personal documentation,1
What is the top thing that you need information about?,Dhading,Female,25 to 39,NA,51
What is the top thing that you need information about?,Dhading,Female,25 to 39,How to get shelter materials,2
What is the top thing that you need information about?,Dhading,Female,25 to 39,News about government decisions,19
What is the top thing that you need information about?,Dhading,Female,25 to 39,How to register for access support,2
What is the top thing that you need information about?,Dhading,Female,25 to 39,Others,0
What is the top thing that you need information about?,Dhading,Female,25 to 39,Finding missing people,2
What is the top thing that you need information about?,Dhading,Female,15 to 24,How to get healthcare psychosocial support,1
What is the top thing that you need information about?,Dhading,Female,15 to 24,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Female,15 to 24,NA,8
What is the top thing that you need information about?,Dhading,Female,15 to 24,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Female,15 to 24,News about government decisions,5
What is the top thing that you need information about?,Dhading,Female,15 to 24,How to register for access support,0
What is the top thing that you need information about?,Dhading,Female,15 to 24,Others,1
What is the top thing that you need information about?,Dhading,Female,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Dhading,Female,55+,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Female,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Female,55+,NA,7
What is the top thing that you need information about?,Dhading,Female,55+,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Female,55+,News about government decisions,8
What is the top thing that you need information about?,Dhading,Female,55+,How to register for access support,0
What is the top thing that you need information about?,Dhading,Female,55+,Others,1
What is the top thing that you need information about?,Dhading,Female,55+,Finding missing people,0
What is the top thing that you need information about?,Dhading,Female,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Female,15-24,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Female,15-24,NA,12
What is the top thing that you need information about?,Dhading,Female,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Female,15-24,News about government decisions,0
What is the top thing that you need information about?,Dhading,Female,15-24,How to register for access support,0
What is the top thing that you need information about?,Dhading,Female,15-24,Others,0
What is the top thing that you need information about?,Dhading,Female,15-24,Finding missing people,0
What is the top thing that you need information about?,Dhading,Female,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Dhading,Female,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Dhading,Female,Don't know,NA,0
What is the top thing that you need information about?,Dhading,Female,Don't know,How to get shelter materials,0
What is the top thing that you need information about?,Dhading,Female,Don't know,News about government decisions,0
What is the top thing that you need information about?,Dhading,Female,Don't know,How to register for access support,0
What is the top thing that you need information about?,Dhading,Female,Don't know,Others,0
What is the top thing that you need information about?,Dhading,Female,Don't know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,40 to 54,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,Refused,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,don't Know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,25 to 39,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,55+,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,15-24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,NA,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,Others,0
What is the top thing that you need information about?,Bhaktapur,NA,Don't know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,How to get healthcare psychosocial support,1
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,How to replace personal documentation,14
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,NA,78
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,How to get shelter materials,13
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,News about government decisions,35
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,How to register for access support,16
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,Others,1
What is the top thing that you need information about?,Bhaktapur,Male,40 to 54,Finding missing people,1
What is the top thing that you need information about?,Bhaktapur,Male,Refused,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Male,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Male,Refused,NA,0
What is the top thing that you need information about?,Bhaktapur,Male,Refused,How to get shelter materials,1
What is the top thing that you need information about?,Bhaktapur,Male,Refused,News about government decisions,1
What is the top thing that you need information about?,Bhaktapur,Male,Refused,How to register for access support,1
What is the top thing that you need information about?,Bhaktapur,Male,Refused,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,Refused,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,NA,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,don't Know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,How to get healthcare psychosocial support,4
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,How to replace personal documentation,5
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,NA,67
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,How to get shelter materials,10
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,News about government decisions,25
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,How to register for access support,16
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,25 to 39,Finding missing people,2
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,How to replace personal documentation,1
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,NA,5
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,How to get shelter materials,1
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,News about government decisions,3
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,How to register for access support,5
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Male,55+,How to get healthcare psychosocial support,1
What is the top thing that you need information about?,Bhaktapur,Male,55+,How to replace personal documentation,1
What is the top thing that you need information about?,Bhaktapur,Male,55+,NA,26
What is the top thing that you need information about?,Bhaktapur,Male,55+,How to get shelter materials,11
What is the top thing that you need information about?,Bhaktapur,Male,55+,News about government decisions,22
What is the top thing that you need information about?,Bhaktapur,Male,55+,How to register for access support,14
What is the top thing that you need information about?,Bhaktapur,Male,55+,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,55+,Finding missing people,1
What is the top thing that you need information about?,Bhaktapur,Male,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Male,15-24,How to replace personal documentation,1
What is the top thing that you need information about?,Bhaktapur,Male,15-24,NA,4
What is the top thing that you need information about?,Bhaktapur,Male,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Male,15-24,News about government decisions,2
What is the top thing that you need information about?,Bhaktapur,Male,15-24,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Male,15-24,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,15-24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,NA,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,News about government decisions,1
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,Others,0
What is the top thing that you need information about?,Bhaktapur,Male,Don't know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,40 to 54,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,Refused,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,don't Know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,How to get shelter materials,1
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,25 to 39,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,55+,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,15-24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,NA,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,Others,0
What is the top thing that you need information about?,Bhaktapur,Other,Don't know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,How to get healthcare psychosocial support,1
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,NA,36
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,How to get shelter materials,17
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,News about government decisions,21
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,How to register for access support,14
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,40 to 54,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,NA,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,Refused,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,NA,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,don't Know,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,How to get healthcare psychosocial support,2
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,How to replace personal documentation,5
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,NA,30
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,How to get shelter materials,9
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,News about government decisions,16
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,How to register for access support,13
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,25 to 39,Finding missing people,1
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,How to replace personal documentation,1
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,NA,2
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,How to get shelter materials,1
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,News about government decisions,2
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,How to register for access support,1
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,15 to 24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,55+,How to get healthcare psychosocial support,3
What is the top thing that you need information about?,Bhaktapur,Female,55+,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Female,55+,NA,14
What is the top thing that you need information about?,Bhaktapur,Female,55+,How to get shelter materials,3
What is the top thing that you need information about?,Bhaktapur,Female,55+,News about government decisions,7
What is the top thing that you need information about?,Bhaktapur,Female,55+,How to register for access support,8
What is the top thing that you need information about?,Bhaktapur,Female,55+,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,55+,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,15-24,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Female,15-24,How to replace personal documentation,1
What is the top thing that you need information about?,Bhaktapur,Female,15-24,NA,1
What is the top thing that you need information about?,Bhaktapur,Female,15-24,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Female,15-24,News about government decisions,0
What is the top thing that you need information about?,Bhaktapur,Female,15-24,How to register for access support,2
What is the top thing that you need information about?,Bhaktapur,Female,15-24,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,15-24,Finding missing people,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,How to replace personal documentation,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,NA,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,How to get shelter materials,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,News about government decisions,1
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,How to register for access support,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,Others,0
What is the top thing that you need information about?,Bhaktapur,Female,Don't know,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,How to replace personal documentation,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,NA,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,How to get shelter materials,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,News about government decisions,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,How to register for access support,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,Others,0
What is the top thing that you need information about?,Ramechhap,NA,40 to 54,Finding missing people,0
What is the top thing that you need information about?,Ramechhap,NA,Refused,How to get healthcare psychosocial support,0
